CDSCode,C,D,S,SARCYear,BTEACHSAL,MTCHSAL,HTCHSAL,PRSAL,PRSALM,PRSALH,SUPSAL,PTCHSAL,PADMSAL,AVEBTCHSAL,AVGMTCHSAL,AVGHTCHSAL,AVGPRSAL,AVGPRSALM,AVGPRSALH,AVGSUPSAL,AVGPTCHSAL,AVGPADMSAL
01611270130294,01,61127,0130294,2019-20,50710,73855,99551,135060,149592,159542,224400,34,5,48119,74665,98160,118542,125068,133516,194199,31,6
01611270130450,01,61127,0130450,2019-20,50710,73855,99551,135060,149592,159542,224400,34,5,48119,74665,98160,118542,125068,133516,194199,31,6
01611276090146,01,61127,6090146,2019-20,50710,73855,99551,135060,149592,159542,224400,34,5,48119,74665,98160,118542,125068,133516,194199,31,6
01611276090161,01,61127,6090161,2019-20,50710,73855,99551,135060,149592,159542,224400,34,5,48119,74665,98160,118542,125068,133516,194199,31,6
01611276095376,01,61127,6095376,2019-20,50710,73855,99551,135060,149592,159542,224400,34,5,48119,74665,98160,118542,125068,133516,194199,31,6
01611500130047,01,61150,0130047,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611500132225,01,61150,0132225,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611500135533,01,61150,0135533,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090351,01,61150,6090351,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090369,01,61150,6090369,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090385,01,61150,6090385,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090393,01,61150,6090393,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090401,01,61150,6090401,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090419,01,61150,6090419,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090435,01,61150,6090435,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090468,01,61150,6090468,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506090484,01,61150,6090484,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506097653,01,61150,6097653,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611506113005,01,61150,6113005,2019-20,56358,83907,113188,138380,152505,168287,310812,37,6,51029,78583,99506,124576,131395,144697,240194,34,6
01611680132746,01,61168,0132746,2019-20,48452,75502,93113,124532,98261,124532,201357,28,10,45813,70720,93973,111613,119477,120270,150704,29,6
01611686090492,01,61168,6090492,2019-20,48452,75502,93113,124532,98261,124532,201357,28,10,45813,70720,93973,111613,119477,120270,150704,29,6
01611760130062,01,61176,0130062,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760130138,01,61176,0130138,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760130435,01,61176,0130435,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760134270,01,61176,0134270,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760134452,01,61176,0134452,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760135244,01,61176,0135244,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760138693,01,61176,0138693,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000541,01,61176,6000541,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000558,01,61176,6000558,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000566,01,61176,6000566,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000590,01,61176,6000590,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000624,01,61176,6000624,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000640,01,61176,6000640,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000665,01,61176,6000665,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000673,01,61176,6000673,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000681,01,61176,6000681,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000715,01,61176,6000715,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000723,01,61176,6000723,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000749,01,61176,6000749,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000756,01,61176,6000756,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000764,01,61176,6000764,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000798,01,61176,6000798,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000806,01,61176,6000806,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000830,01,61176,6000830,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766000848,01,61176,6000848,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766056873,01,61176,6056873,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766056881,01,61176,6056881,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766056907,01,61176,6056907,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766056915,01,61176,6056915,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766056923,01,61176,6056923,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766066468,01,61176,6066468,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766089320,01,61176,6089320,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766089619,01,61176,6089619,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766090526,01,61176,6090526,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766090534,01,61176,6090534,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766090542,01,61176,6090542,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766090559,01,61176,6090559,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766104723,01,61176,6104723,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766106983,01,61176,6106983,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611766111330,01,61176,6111330,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
01611760130534,01,61176,0130534,2019-20,69780,93489,121511,155459,172918,177364,295000,42,5,50897,78461,104322,131863,137086,151143,297037,32,5
02100250230011,02,10025,0230011,2019-20,,,,,,,,,,,,,,,,,,
02613330230029,02,61333,0230029,2019-20,50387,64256,93236,94633,0,0,130000,22,9,45813,70720,93973,111613,119477,120270,150704,29,6
02613336002794,02,61333,6002794,2019-20,50387,64256,93236,94633,0,0,130000,22,9,45813,70720,93973,111613,119477,120270,150704,29,6
34322760330027,34,32276,0330027,2019-20,,,,,,,,,,,,,,,,,,
03739810330019,03,73981,0330019,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739810330050,03,73981,0330050,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739810330753,03,73981,0330753,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739810334755,03,73981,0334755,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816002810,03,73981,6002810,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816002828,03,73981,6002828,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816002844,03,73981,6002844,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816002851,03,73981,6002851,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816002869,03,73981,6002869,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816002877,03,73981,6002877,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816107387,03,73981,6107387,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03739816107395,03,73981,6107395,2019-20,42230,67262,88601,97644,104186,111024,188480,32,6,48119,74665,98160,118542,125068,133516,194199,31,6
03100330330035,03,10033,0330035,2019-20,,,,,,,,,,,,,,,,,,
03100330330068,03,10033,0330068,2019-20,,,,,,,,,,,,,,,,,,
04100410430066,04,10041,0430066,2019-20,,,,,,,,,,,,,,,,,,
04100416069256,04,10041,6069256,2019-20,,,,,,,,,,,,,,,,,,
04100410430090,04,10041,0430090,2019-20,,,,,,,,,,,,,,,,,,
04613826002919,04,61382,6002919,2019-20,,,,,,,,26,4,47265,69813,91237,113466,115186,0,131359,30,7
04614080430827,04,61408,0430827,2019-20,44429,58580,81707,106493,0,0,168300,29,6,45813,70720,93973,111613,119477,120270,150704,29,6
04614086002943,04,61408,6002943,2019-20,44429,58580,81707,106493,0,0,168300,29,6,45813,70720,93973,111613,119477,120270,150704,29,6
04614086002950,04,61408,6002950,2019-20,44429,58580,81707,106493,0,0,168300,29,6,45813,70720,93973,111613,119477,120270,150704,29,6
04614240431502,04,61424,0431502,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614240431676,04,61424,0431676,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614240437558,04,61424,0437558,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246002968,04,61424,6002968,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246002976,04,61424,6002976,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003008,04,61424,6003008,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003024,04,61424,6003024,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003032,04,61424,6003032,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003040,04,61424,6003040,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003073,04,61424,6003073,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003081,04,61424,6003081,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003099,04,61424,6003099,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246003107,04,61424,6003107,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246057129,04,61424,6057129,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246057137,04,61424,6057137,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246109722,04,61424,6109722,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246111116,04,61424,6111116,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614246113773,04,61424,6113773,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
04614320433201,04,61432,0433201,2019-20,43613,60044,89048,111980,97584,103348,139730,32,5,45813,70720,93973,111613,119477,120270,150704,29,6
04614326003115,04,61432,6003115,2019-20,43613,60044,89048,111980,97584,103348,139730,32,5,45813,70720,93973,111613,119477,120270,150704,29,6
04614326105761,04,61432,6105761,2019-20,43613,60044,89048,111980,97584,103348,139730,32,5,45813,70720,93973,111613,119477,120270,150704,29,6
04614576003131,04,61457,6003131,2019-20,,,,,,,,13,6,47265,69813,91237,113466,115186,0,131359,30,7
04614996003198,04,61499,6003198,2019-20,,,,,,,,38,6,47265,69813,91237,113466,115186,0,131359,30,7
04615076003230,04,61507,6003230,2019-20,49988,77608,95707,105484,115216,0,170625,32,5,51450,80263,101012,128082,132453,134792,197968,34,6
04615076003255,04,61507,6003255,2019-20,49988,77608,95707,105484,115216,0,170625,32,5,51450,80263,101012,128082,132453,134792,197968,34,6
04615076003263,04,61507,6003263,2019-20,49988,77608,95707,105484,115216,0,170625,32,5,51450,80263,101012,128082,132453,134792,197968,34,6
04615076003271,04,61507,6003271,2019-20,49988,77608,95707,105484,115216,0,170625,32,5,51450,80263,101012,128082,132453,134792,197968,34,6
04615076094957,04,61507,6094957,2019-20,49988,77608,95707,105484,115216,0,170625,32,5,51450,80263,101012,128082,132453,134792,197968,34,6
04615150434803,04,61515,0434803,2019-20,,,,,,,,29,5,50546,81807,103463,0,169216,140004,182878,31,6
04615150435602,04,61515,0435602,2019-20,,,,,,,,29,5,50546,81807,103463,0,169216,140004,182878,31,6
04615150437566,04,61515,0437566,2019-20,,,,,,,,29,5,50546,81807,103463,0,169216,140004,182878,31,6
04615236003289,04,61523,6003289,2019-20,52900,73517,104768,116876,122574,0,159650,36,6,51450,80263,101012,128082,132453,134792,197968,34,6
04615236003297,04,61523,6003297,2019-20,52900,73517,104768,116876,122574,0,159650,36,6,51450,80263,101012,128082,132453,134792,197968,34,6
04615236089080,04,61523,6089080,2019-20,52900,73517,104768,116876,122574,0,159650,36,6,51450,80263,101012,128082,132453,134792,197968,34,6
04615236115034,04,61523,6115034,2019-20,52900,73517,104768,116876,122574,0,159650,36,6,51450,80263,101012,128082,132453,134792,197968,34,6
04615310430108,04,61531,0430108,2019-20,40060,60700,99998,98664,95798,120063,159000,21,4,48119,74665,98160,118542,125068,133516,194199,31,6
04615310432856,04,61531,0432856,2019-20,40060,60700,99998,98664,95798,120063,159000,21,4,48119,74665,98160,118542,125068,133516,194199,31,6
